step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest,newbalanceOrig,newbalanceDest,isFraud
39,CASH_OUT,76255.34,C92533,65320.01,C35663,165574.3,0.0,241829.63999999998,0
83,CASH_OUT,60718.29,C95514,122803.24,C98624,55633.57,62084.950000000004,116351.86,0
25,CASH_OUT,60946.88,C59378,39886.33,C15994,609242.2,0.0,670189.08,0
38,DEBIT,168435.81,C78254,24646.15,C47204,90839.08,0.0,259274.89,0
85,PAYMENT,27578.67,C79596,110408.83,C14787,1210220.16,82830.16,1237798.8299999998,0
24,PAYMENT,38702.13,C49237,26564.41,C43071,172495.91,0.0,211198.04,0
24,PAYMENT,265288.13,C37383,250949.63,C68584,9307.68,0.0,274595.81,0
60,PAYMENT,50626.9,C56201,229717.55,C31405,222852.49,179090.65,273479.39,0
83,TRANSFER,543791.5,C53600,223040.4,C37412,58231.22,0.0,602022.72,0
50,PAYMENT,57510.59,C89257,133833.98,C65948,65603.06,76323.39000000001,123113.65,0
66,CASH_IN,54916.45,C94253,3087.51,C12956,92699.12,0.0,147615.57,0
14,CASH_OUT,90001.33,C79051,72322.41,C22116,357166.33,0.0,447167.66000000003,0
53,CASH_OUT,187522.55,C50083,191999.12,C65890,595049.74,4476.570000000007,782572.29,0
32,CASH_OUT,127039.95,C41075,242145.02,C51300,49440.48,115105.06999999999,176480.43,0
96,CASH_IN,143401.2,C12518,26606.61,C45502,8741.7,0.0,152142.90000000002,0
92,CASH_OUT,376729.91,C68206,54118.06,C59348,787370.57,0.0,1164100.48,0
48,PAYMENT,159128.96,C50984,119179.74,C69569,288112.22,0.0,447241.17999999993,0
39,PAYMENT,62968.1,C13571,296714.33,C33229,124105.25,233746.23,187073.35,0
40,DEBIT,106909.79,C25076,7208.09,C93739,14116.0,0.0,121025.79,0
42,CASH_OUT,177477.17,C16857,471704.87,C17618,375769.45,294227.69999999995,553246.62,0
77,PAYMENT,18569.54,C22074,336247.29,C45108,393286.65,317677.75,411856.19,0
76,TRANSFER,42711.45,C34261,37721.05,C94849,367737.37,0.0,410448.82,0
8,DEBIT,92830.59,C43150,29202.85,C23213,485117.68,0.0,577948.27,0
79,DEBIT,47812.86,C97629,114279.19,C55061,34718.58,66466.33,82531.44,0
26,TRANSFER,5561.01,C25268,267981.92,C90337,79599.99,262420.91,85161.0,0
12,CASH_IN,281862.13,C56123,139775.09,C47427,6246.24,0.0,288108.37,0
43,CASH_OUT,77621.0,C16998,63344.8,C28872,107880.89,0.0,185501.89,0
51,CASH_OUT,100704.24,C38441,44056.06,C35240,452649.76,0.0,553354.0,0
91,TRANSFER,127097.7,C24321,187407.42,C81333,20104.89,60309.720000000016,147202.59,0
82,CASH_IN,3705.6,C11713,70068.87,C94527,589122.7,66363.26999999999,592828.2999999999,0
63,CASH_OUT,20066.58,C52872,391025.94,C53305,350448.24,370959.36,370514.82,0
49,PAYMENT,233817.14,C92465,173386.97,C14189,437195.65,0.0,671012.79,0
27,TRANSFER,154752.14,C47189,126042.93,C54255,77804.38,0.0,232556.52000000002,1
9,TRANSFER,6836.02,C70974,1297.53,C64523,69733.62,0.0,76569.64,0
39,TRANSFER,154967.1,C13546,647507.38,C62179,85878.37,492540.28,240845.47,0
65,PAYMENT,230032.48,C65546,42674.33,C15900,181953.21,0.0,411985.69,0
71,CASH_OUT,18277.91,C95990,110288.0,C72357,597031.65,92010.09,615309.56,0
90,PAYMENT,6468.91,C69619,51687.87,C98834,171200.13,45218.96000000001,177669.04,0
71,CASH_IN,198799.17,C77038,3863.53,C18967,55569.22,0.0,254368.39,0
7,TRANSFER,91825.83,C94301,34332.3,C10107,103054.16,0.0,194879.99,0
72,CASH_IN,460475.67,C66951,367240.34,C15650,963358.53,0.0,1423834.2,0
80,CASH_OUT,122166.4,C65575,63734.42,C87924,5194.45,0.0,127360.84999999999,0
67,TRANSFER,71557.7,C62561,22383.16,C72963,466789.18,0.0,538346.88,0
10,PAYMENT,28181.0,C77987,12023.93,C83280,75391.79,0.0,103572.79,0
71,CASH_OUT,120321.52,C95322,91225.84,C78154,47708.73,0.0,168030.25,0
85,CASH_IN,7999.48,C74543,28636.92,C82676,56553.95,20637.44,64553.42999999999,0
53,PAYMENT,53727.47,C19625,97336.49,C80865,30655.33,43609.020000000004,84382.8,0
95,PAYMENT,42565.87,C92813,57670.4,C24920,56268.13,15104.529999999999,98834.0,0
87,DEBIT,92363.73,C79034,12737.55,C28925,279903.31,0.0,372267.04,0
57,CASH_IN,25096.86,C50895,58974.31,C52280,78259.42,33877.45,103356.28,0
91,CASH_OUT,17784.78,C42258,123524.41,C96958,94004.06,105739.63,111788.84,0
86,CASH_OUT,16199.85,C58221,232599.76,C80285,36488.58,216399.91,52688.43,0
27,TRANSFER,37183.29,C83755,533.54,C83472,306251.96,0.0,343435.25,0
54,TRANSFER,199119.88,C26774,79167.65,C66077,51887.17,0.0,251007.05,0
4,TRANSFER,50620.87,C24925,26623.23,C80231,175898.59,0.0,226519.46,0
88,TRANSFER,221894.46,C59021,124638.63,C90982,26380.95,0.0,248275.41,0
23,CASH_OUT,137584.93,C67892,14785.94,C98395,25589.79,0.0,163174.72,0
48,PAYMENT,125670.2,C82010,71570.57,C68028,1419515.17,0.0,1545185.3699999999,0
83,PAYMENT,146091.97,C51340,155945.58,C60471,140891.99,9853.609999999986,286983.95999999996,0
42,CASH_OUT,70079.58,C57953,98837.19,C47073,424441.97,28757.61,494521.55,0
3,PAYMENT,31343.33,C60380,32732.7,C58421,807739.78,1389.369999999999,839083.11,0
91,CASH_OUT,19679.44,C91199,84061.6,C30801,42528.91,64382.16,62208.350000000006,0
3,PAYMENT,68700.26,C60474,9361.8,C50033,40612.09,0.0,109312.34999999999,0
28,PAYMENT,47090.39,C31318,175515.26,C74171,114253.1,128424.87000000001,161343.49,0
63,TRANSFER,107245.51,C35146,231297.63,C65840,399636.3,124052.12000000001,506881.81,0
81,PAYMENT,42941.11,C95156,793.31,C48930,393007.53,0.0,435948.64,0
31,TRANSFER,5884.53,C23418,201233.98,C88208,329048.97,195349.45,334933.5,0
10,PAYMENT,47678.12,C81649,60817.86,C39362,149572.42,13139.739999999998,197250.54,0
49,TRANSFER,215820.2,C58003,23676.4,C67707,27667.03,0.0,243487.23,0
86,PAYMENT,122527.85,C30780,75405.9,C80693,292491.1,0.0,415018.94999999995,0
94,PAYMENT,48772.35,C64690,80932.77,C58966,635008.42,32160.420000000006,683780.77,0
21,CASH_OUT,23634.1,C90147,86657.35,C38147,574145.0,63023.25000000001,597779.1,0
53,CASH_OUT,83517.14,C77870,87360.98,C57814,46234.43,3843.8399999999965,129751.57,0
87,PAYMENT,273722.13,C61200,135611.92,C33499,22790.26,0.0,296512.39,0
76,TRANSFER,86785.65,C69096,9969.97,C79833,18619.21,0.0,105404.85999999999,0
89,PAYMENT,220169.67,C90070,47465.13,C46111,128271.0,0.0,348440.67000000004,0
54,CASH_OUT,122293.13,C14663,401710.86,C56920,42407.73,279417.73,164700.86000000002,0
57,CASH_OUT,12804.77,C79300,5651.06,C34187,330004.42,0.0,342809.19,0
20,PAYMENT,121371.4,C64606,215598.59,C20326,257884.75,94227.19,379256.15,0
49,CASH_IN,93194.05,C72835,52650.88,C19136,81987.87,0.0,175181.91999999998,0
7,CASH_IN,44704.49,C11160,121188.06,C75867,5930.07,76483.57,50634.56,0
29,PAYMENT,306931.18,C16598,1307.83,C50195,169206.64,0.0,476137.82,0
48,PAYMENT,40011.39,C71978,42209.38,C38145,175297.6,2197.989999999998,215308.99,0
93,PAYMENT,8797.14,C67345,246034.69,C11386,380202.54,237237.55,388999.68,0
13,CASH_IN,28454.27,C47262,270105.59,C99689,214330.19,241651.32000000004,242784.46,0
3,TRANSFER,57330.41,C92673,95818.75,C94258,17432.36,38488.34,74762.77,0
2,PAYMENT,220574.48,C47507,350585.55,C47300,124731.63,130011.06999999998,345306.11,0
16,CASH_IN,2913.43,C35325,38346.99,C35171,763053.31,35433.56,765966.7400000001,0
94,CASH_OUT,159644.51,C23256,10834.66,C53977,162554.12,0.0,322198.63,0
6,CASH_OUT,32397.75,C41060,452818.38,C25525,31776.26,420420.63,64174.009999999995,0
45,CASH_IN,92246.02,C40062,130281.47,C70979,349194.19,38035.45,441440.21,0
71,CASH_IN,47565.61,C19746,109350.21,C17474,128423.22,61784.600000000006,175988.83000000002,0
5,PAYMENT,30628.1,C53531,57237.67,C37096,200760.05,26609.57,231388.15,0
56,CASH_OUT,70810.01,C93310,50361.17,C98896,198914.72,0.0,269724.73,0
71,CASH_OUT,46916.45,C75589,23090.56,C41672,122230.85,0.0,169147.3,0
98,PAYMENT,49963.63,C56882,145343.83,C71324,131705.11,95380.19999999998,181668.74,0
32,PAYMENT,17559.23,C46060,7136.39,C39947,525720.68,0.0,543279.91,0
49,TRANSFER,15335.19,C10692,179730.77,C61035,197830.59,164395.58,213165.78,0
13,CASH_IN,30272.64,C79055,240758.76,C32003,113963.52,210486.12,144236.16,0
30,CASH_IN,88777.1,C25375,75058.56,C55240,145888.03,0.0,234665.13,0
25,CASH_OUT,26528.31,C54092,277342.55,C14038,142761.61,250814.24,169289.91999999998,0
85,DEBIT,148429.63,C93435,121790.44,C41510,12551.51,0.0,160981.14,0
60,PAYMENT,168533.33,C75823,129157.04,C57273,768714.7,0.0,937248.0299999999,0
59,TRANSFER,17615.54,C12979,8947.77,C38667,387790.62,0.0,405406.16,0
85,TRANSFER,373323.9,C14360,157695.42,C29866,591380.54,0.0,964704.4400000001,0
28,CASH_OUT,30981.42,C68608,47882.38,C79085,306173.31,16900.96,337154.73,0
58,CASH_IN,7554.78,C60680,85671.66,C98202,3576.38,78116.88,11131.16,0
20,TRANSFER,57694.21,C45305,27194.83,C61756,205022.15,0.0,262716.36,0
34,TRANSFER,20037.54,C70360,24790.05,C27688,471036.44,4752.509999999998,491073.98,0
5,CASH_OUT,153436.06,C98639,59293.23,C10628,140032.36,0.0,293468.42,0
82,CASH_OUT,12214.63,C35650,128726.66,C29143,17432.67,116512.03,29647.299999999996,0
60,PAYMENT,66089.25,C12551,157510.02,C59484,157270.05,91420.76999999999,223359.3,0
43,CASH_IN,8738.45,C45412,128290.93,C26706,32183.99,119552.48,40922.44,0
57,PAYMENT,228979.0,C71175,14774.92,C28468,12986.17,0.0,241965.17,0
57,PAYMENT,36903.91,C22318,133531.43,C78840,247158.01,96627.51999999999,284061.92000000004,0
75,TRANSFER,95917.25,C28288,470809.43,C54686,17527.72,374892.18,113444.97,0
54,CASH_OUT,130724.34,C47581,335936.96,C41560,141240.49,205212.62000000002,271964.82999999996,0
81,CASH_IN,3261.63,C39272,94790.0,C97115,20194.03,91528.37,23455.66,0
45,CASH_IN,48048.01,C99350,234645.81,C42434,153903.65,186597.8,201951.66,0
86,CASH_OUT,33304.92,C35601,92646.34,C16691,546773.75,59341.42,580078.67,0
37,TRANSFER,78988.59,C86386,31982.04,C12453,101394.72,0.0,180383.31,0
84,CASH_OUT,147390.75,C98374,231714.83,C68180,229754.84,84324.07999999999,377145.58999999997,0
48,CASH_IN,13993.84,C98587,51107.17,C66486,65620.73,37113.33,79614.56999999999,0
54,PAYMENT,64467.52,C40388,21366.4,C32468,8101.92,0.0,72569.44,0
48,TRANSFER,13963.83,C20314,51504.46,C50814,11758.38,37540.63,25722.21,0
6,CASH_OUT,156051.89,C16543,65495.16,C93147,85376.49,0.0,241428.38,0
34,PAYMENT,153718.96,C57749,40555.31,C32741,168033.42,0.0,321752.38,0
63,TRANSFER,40154.54,C96960,352453.63,C81693,121066.52,312299.09,161221.06,0
78,CASH_OUT,39757.17,C32282,57223.25,C63704,682424.06,17466.08,722181.2300000001,0
48,CASH_IN,91438.92,C77654,229710.05,C87454,49621.07,138271.13,141059.99,0
23,DEBIT,590721.97,C39026,768979.96,C43196,105253.04,178257.99,695975.01,0
84,CASH_OUT,393836.28,C80971,83772.01,C62899,160223.21,0.0,554059.49,0
13,CASH_IN,37931.79,C91799,89525.45,C81946,75070.15,51593.659999999996,113001.94,0
47,PAYMENT,176951.48,C71957,31933.76,C38825,129927.08,0.0,306878.56,0
44,CASH_OUT,37903.97,C77388,213229.49,C76776,154499.4,175325.52,192403.37,0
32,TRANSFER,71632.25,C31130,70919.57,C20623,159893.86,0.0,231526.11,0
26,CASH_OUT,3222.8,C85086,193520.48,C87070,304308.02,190297.68000000002,307530.82,0
53,CASH_IN,282041.09,C23842,9848.32,C48663,7456.82,0.0,289497.91000000003,0
14,PAYMENT,132706.36,C32307,151587.06,C55503,192438.65,18880.70000000001,325145.01,0
52,CASH_IN,200518.51,C65361,35419.85,C98872,201832.16,0.0,402350.67000000004,0
36,PAYMENT,81628.28,C21141,75428.79,C46748,295536.8,0.0,377165.07999999996,0
8,CASH_OUT,6769.79,C45314,111741.33,C56159,106206.69,104971.54000000001,112976.48,0
40,PAYMENT,57832.3,C31004,248493.9,C10672,352538.56,190661.59999999998,410370.86,0
86,CASH_IN,45784.42,C69635,302137.55,C89118,367367.76,256353.13,413152.18,0
22,PAYMENT,72425.89,C11813,318131.58,C60421,21030.49,245705.69,93456.38,0
16,TRANSFER,23600.77,C99675,236291.18,C38470,258676.71,212690.41,282277.48,0
91,CASH_IN,60083.93,C20659,126212.57,C64945,148837.98,66128.64000000001,208921.91,0
60,CASH_OUT,2985.95,C44693,39399.35,C28826,76990.51,36413.4,79976.45999999999,0
60,CASH_OUT,16146.53,C35033,2352.84,C43322,247600.97,0.0,263747.5,0
10,CASH_OUT,205146.02,C62485,117501.99,C89509,103219.45,0.0,308365.47,0
25,CASH_OUT,47471.42,C23690,334762.61,C22238,485352.72,287291.19,532824.14,0
31,CASH_IN,56042.79,C70713,201315.57,C94663,197978.86,145272.78,254021.65,0
21,CASH_IN,44198.36,C15173,605523.68,C82842,314419.47,561325.3200000001,358617.82999999996,0
91,TRANSFER,96935.81,C92894,64524.02,C78981,48802.73,0.0,145738.54,0
81,CASH_OUT,494.5,C50129,81131.35,C60356,291077.63,80636.85,291572.13,0
33,DEBIT,296411.64,C89756,170375.56,C86642,16776.29,0.0,313187.93,0
31,CASH_IN,80790.8,C62833,249601.99,C29019,246566.84,168811.19,327357.64,0
90,PAYMENT,47959.68,C26851,184606.18,C86499,34632.63,136646.5,82592.31,0
21,CASH_OUT,199011.55,C84689,92993.32,C92625,21294.18,0.0,220305.72999999998,0
36,CASH_IN,68639.67,C64185,116435.23,C73261,604368.5,47795.56,673008.17,0
65,PAYMENT,9752.02,C32491,54405.44,C31408,31806.74,44653.42,41558.76,0
4,CASH_IN,244004.0,C39862,151992.55,C79815,81935.76,0.0,325939.76,0
68,TRANSFER,48872.24,C38042,29982.26,C74575,242042.51,0.0,290914.75,0
90,TRANSFER,84847.16,C37733,272936.72,C10506,259214.83,188089.55999999997,344061.99,0
4,PAYMENT,288949.53,C88138,188070.3,C90055,57263.25,0.0,346212.78,0
9,PAYMENT,34971.97,C39217,136774.62,C15951,306494.52,101802.65,341466.49,0
30,CASH_OUT,19601.27,C31607,57100.24,C20006,461607.15,37498.97,481208.42000000004,0
45,CASH_OUT,200525.15,C41391,29683.44,C55728,49748.82,0.0,250273.97,0
4,TRANSFER,73819.69,C27717,23268.35,C20172,260730.21,0.0,334549.9,0
69,CASH_OUT,118794.13,C16119,172365.46,C38644,388649.2,53571.32999999999,507443.33,0
23,TRANSFER,11725.7,C43802,146859.92,C86678,543806.56,135134.22,555532.26,0
16,CASH_IN,119150.51,C56920,10632.55,C11628,257506.56,0.0,376657.07,0
22,CASH_IN,85350.3,C25316,87019.6,C94536,138377.28,1669.300000000003,223727.58000000002,0
72,CASH_OUT,39718.74,C64965,57773.77,C81448,69813.71,18055.03,109532.45000000001,0
48,CASH_IN,189455.75,C58800,46146.2,C77429,320911.23,0.0,510366.98,0
62,CASH_IN,61721.76,C66847,9282.13,C33792,119486.61,0.0,181208.37,0
97,CASH_OUT,52554.84,C13499,111454.86,C45108,74977.7,58900.020000000004,127532.54,0
60,PAYMENT,20260.78,C33551,453420.95,C85179,56706.12,433160.17000000004,76966.9,0
80,PAYMENT,29388.79,C21922,17809.0,C24311,9397.78,0.0,38786.57,0
5,CASH_IN,31917.28,C17827,163236.84,C21636,103824.8,131319.56,135742.08000000002,0
80,PAYMENT,52053.47,C61754,261628.56,C38885,252683.69,209575.09,304737.16000000003,0
7,PAYMENT,69482.92,C47739,65476.99,C72642,208937.24,0.0,278420.16,0
51,PAYMENT,463495.01,C81578,506612.21,C30294,225627.41,43117.20000000001,689122.42,0
65,CASH_OUT,78747.64,C25892,24694.24,C55061,353271.85,0.0,432019.49,0
9,CASH_OUT,62950.36,C53907,48639.26,C49542,5510.69,0.0,68461.05,0
82,CASH_OUT,102089.66,C77086,61965.16,C63483,509477.01,0.0,611566.67,0
45,PAYMENT,140882.41,C11720,66587.06,C38219,34120.41,0.0,175002.82,0
47,PAYMENT,388219.94,C58307,342640.57,C67623,259154.5,0.0,647374.44,0
67,PAYMENT,626351.01,C12377,174.01,C49345,156434.32,0.0,782785.3300000001,0
24,CASH_OUT,197251.5,C17561,16150.81,C24886,71426.18,0.0,268677.68,0
92,CASH_OUT,4347.42,C29401,49006.92,C17278,92805.31,44659.5,97152.73,0
10,PAYMENT,4283.03,C32310,7639.34,C60780,30129.78,3356.3100000000004,34412.81,0
73,PAYMENT,39024.84,C77789,136521.59,C27073,18929.07,97496.75,57953.909999999996,0
77,CASH_IN,202397.71,C60739,8716.41,C19458,107806.35,0.0,310204.06,0
48,CASH_IN,143274.13,C90569,50537.85,C76825,1105396.64,0.0,1248670.77,0
35,PAYMENT,99245.36,C23183,164731.07,C81433,112690.49,65485.71000000001,211935.85,0
54,CASH_OUT,21418.12,C20668,87376.38,C94205,174970.48,65958.26000000001,196388.6,0
87,TRANSFER,355670.65,C19862,43110.27,C75226,94097.02,0.0,449767.67000000004,0
81,PAYMENT,228878.09,C97042,255858.49,C88003,216828.72,26980.399999999994,445706.81,0
71,CASH_IN,244543.82,C16127,48073.0,C25145,5060.63,0.0,249604.45,0
16,PAYMENT,70876.27,C47945,35200.44,C44095,376740.66,0.0,447616.93,0
53,PAYMENT,45867.79,C12761,183362.84,C88932,71841.91,137495.05,117709.70000000001,0
40,PAYMENT,101372.19,C40418,259795.69,C82208,186233.52,158423.5,287605.70999999996,0
20,CASH_IN,106798.35,C89465,42196.69,C17579,265816.42,0.0,372614.77,0
88,CASH_OUT,262221.76,C69388,24660.97,C15208,73008.93,0.0,335230.69,0
69,CASH_OUT,84748.18,C33219,117402.22,C15982,21975.94,32654.040000000008,106724.12,0
45,CASH_OUT,211007.74,C25977,79706.32,C95887,160315.6,0.0,371323.33999999997,0
6,PAYMENT,37900.62,C80697,332499.68,C54731,173593.4,294599.06,211494.02,0
92,CASH_IN,4342.29,C74971,51844.72,C50232,1013164.52,47502.43,1017506.81,0
69,PAYMENT,57334.18,C35137,183129.61,C40236,172399.08,125795.43,229733.25999999998,0
49,PAYMENT,22300.23,C70085,488150.94,C99993,760161.55,465850.71,782461.78,0
39,CASH_IN,150530.09,C12472,127017.91,C45682,468418.99,0.0,618949.08,0
2,CASH_IN,163361.08,C68177,39273.68,C51489,235295.72,0.0,398656.8,0
39,TRANSFER,152807.45,C48841,101730.01,C90785,187809.92,0.0,340617.37,0
21,CASH_OUT,62142.67,C16620,241278.56,C85846,33527.34,179135.89,95670.01,0
40,CASH_IN,223370.5,C23518,154270.71,C95004,188238.84,0.0,411609.33999999997,0
82,CASH_IN,58981.66,C36668,118368.47,C35497,174293.34,59386.81,233275.0,0
54,CASH_IN,91610.68,C65664,2102.13,C65747,413846.88,0.0,505457.56,0
12,TRANSFER,24011.17,C46857,186676.13,C49926,401581.7,162664.96000000002,425592.87,0
81,CASH_IN,2415.73,C92037,259482.93,C78205,222867.28,257067.19999999998,225283.01,0
37,PAYMENT,92747.94,C55779,33642.18,C17884,325787.29,0.0,418535.23,0
38,TRANSFER,105870.39,C85315,142908.52,C15265,180023.39,37038.12999999999,285893.78,0
15,PAYMENT,264571.06,C74750,45770.28,C10963,78556.44,0.0,343127.5,0
7,PAYMENT,186311.84,C82218,6074.51,C31205,328543.37,0.0,514855.20999999996,0
78,CASH_OUT,149624.85,C27410,200151.64,C93660,76287.91,50526.79000000001,225912.76,0
50,PAYMENT,120497.47,C56529,147472.28,C46666,14119.06,26974.809999999998,134616.53,0
65,PAYMENT,56536.42,C55834,214624.01,C31149,25387.92,158087.59000000003,81924.34,0
67,PAYMENT,67084.77,C82584,36724.94,C71074,129192.93,0.0,196277.7,0
44,CASH_IN,151116.34,C89180,482276.07,C56539,31722.59,331159.73,182838.93,0
31,PAYMENT,17295.17,C99249,238342.96,C83331,282857.37,221047.78999999998,300152.54,0
43,PAYMENT,126399.88,C72612,71690.35,C33176,476923.8,0.0,603323.6799999999,0
77,CASH_OUT,98068.44,C56438,153130.5,C91371,280856.49,55062.06,378924.93,0
48,CASH_IN,25409.49,C23297,207133.66,C47856,154270.78,181724.17,179680.27,0
82,CASH_OUT,58968.98,C14769,44062.08,C47152,512129.14,0.0,571098.12,0
81,CASH_IN,152442.63,C11338,26272.0,C66672,194501.27,0.0,346943.9,0
81,PAYMENT,12289.97,C84823,197290.96,C64130,285601.36,185000.99,297891.32999999996,0
61,TRANSFER,97844.04,C99281,111701.99,C83969,132881.25,13857.950000000012,230725.28999999998,0
75,CASH_IN,54626.88,C46921,329347.59,C29420,33767.03,274720.71,88393.91,0
84,CASH_OUT,28843.06,C91393,10627.49,C44310,789190.23,0.0,818033.29,0
10,PAYMENT,222024.25,C89532,470547.59,C96938,685640.63,248523.34000000003,907664.88,0
29,TRANSFER,64920.37,C62655,54187.69,C75087,119131.75,0.0,184052.12,0
48,CASH_IN,441070.24,C79020,178096.55,C30208,111399.42,0.0,552469.66,0
98,CASH_IN,100818.18,C38152,4675.55,C38422,116328.63,0.0,217146.81,0
81,PAYMENT,40136.28,C68342,1215.48,C87638,123981.12,0.0,164117.4,0
62,PAYMENT,35577.09,C18275,358357.25,C31758,302324.2,322780.16000000003,337901.29000000004,0
13,CASH_IN,118327.2,C81587,78450.7,C67866,24203.08,0.0,142530.28,0
44,PAYMENT,42839.74,C70021,18312.84,C71395,252519.07,0.0,295358.81,0
47,TRANSFER,86143.24,C74291,205198.54,C17430,126099.39,119055.3,212242.63,0
64,PAYMENT,83493.89,C55411,44348.19,C67665,286041.22,0.0,369535.11,0
91,PAYMENT,1563.65,C84281,504713.62,C66952,54490.29,503149.97,56053.94,0
53,CASH_IN,118072.05,C40159,85026.13,C11022,78205.21,0.0,196277.26,0
90,CASH_OUT,83727.81,C25666,6485.24,C14783,368238.66,0.0,451966.47,0
92,TRANSFER,166245.41,C91559,79154.41,C23640,528195.88,0.0,694441.29,0
77,PAYMENT,279814.8,C82570,104792.15,C53127,97061.98,0.0,376876.77999999997,0
76,CASH_IN,67031.49,C67321,100309.14,C94046,598055.84,33277.649999999994,665087.33,0
44,TRANSFER,149554.2,C10479,354640.33,C22842,419355.5,205086.13,568909.7,0
28,CASH_OUT,63280.08,C18208,327687.86,C67111,71827.67,264407.77999999997,135107.75,0
2,PAYMENT,34581.61,C14575,262035.8,C82847,7953.23,227454.19,42534.84,0
57,TRANSFER,231165.03,C78043,14042.66,C28179,303800.18,0.0,534965.21,0
57,CASH_OUT,95886.0,C43009,421345.49,C91774,482576.31,325459.49,578462.31,0
34,CASH_OUT,6249.94,C71325,48939.09,C69643,5248.84,42689.149999999994,11498.779999999999,0
87,CASH_IN,272523.96,C97376,7548.52,C91379,533782.27,0.0,806306.23,0
58,TRANSFER,53994.81,C42148,885453.65,C93588,326990.74,831458.8400000001,380985.55,0
52,PAYMENT,110385.72,C95207,9741.15,C76364,141509.1,0.0,251894.82,0
29,PAYMENT,320064.02,C32106,9405.61,C85566,372949.96,0.0,693013.98,0
35,PAYMENT,76359.91,C98556,243684.33,C83777,167186.28,167324.41999999998,243546.19,0
75,CASH_IN,91158.44,C49117,10920.36,C95828,34714.73,0.0,125873.17000000001,0
48,PAYMENT,20892.9,C33952,91912.67,C71936,144960.16,71019.76999999999,165853.06,0
33,PAYMENT,150510.29,C71330,183088.65,C23779,20959.96,32578.359999999986,171470.25,0
75,CASH_OUT,73738.1,C59511,60577.9,C70404,32226.64,0.0,105964.74,0
73,PAYMENT,66704.98,C43030,164093.52,C23677,109236.99,97388.54,175941.97,0
78,CASH_IN,19547.82,C85772,467910.41,C29744,1017821.07,448362.58999999997,1037368.8899999999,0
9,CASH_OUT,58185.06,C58610,780387.49,C30832,192134.03,722202.4299999999,250319.09,0
48,PAYMENT,297143.96,C48927,103786.32,C22811,77150.66,0.0,374294.62,0
67,TRANSFER,49032.34,C83786,214387.29,C93392,558816.95,165354.95,607849.2899999999,0
93,CASH_OUT,25079.77,C25624,160298.16,C74856,154920.05,135218.39,179999.81999999998,0
83,CASH_IN,91271.8,C17753,374300.88,C79651,333885.26,283029.08,425157.06,0
36,CASH_IN,70937.96,C79888,402359.89,C87146,115896.07,331421.93,186834.03000000003,0
96,PAYMENT,65340.83,C10312,128949.87,C73555,408335.07,63609.03999999999,473675.9,0
71,PAYMENT,17823.99,C29614,54223.53,C93722,104444.59,36399.53999999999,122268.58,0
92,CASH_OUT,239332.62,C25407,19720.73,C57465,122725.11,0.0,362057.73,0
44,TRANSFER,93615.22,C38248,66302.09,C28407,635360.9,0.0,728976.12,0
82,PAYMENT,97132.11,C97140,178925.0,C20119,40869.28,81792.89,138001.39,0
60,CASH_IN,12627.38,C95183,76382.5,C36842,23711.32,63755.12,36338.7,0
63,CASH_OUT,60814.19,C44037,3113.33,C65497,44338.1,0.0,105152.29000000001,0
5,CASH_OUT,87479.85,C84865,136216.34,C94748,240715.84,48736.48999999999,328195.69,0
87,PAYMENT,257145.28,C51056,79625.49,C22575,44432.91,0.0,301578.19,0
86,PAYMENT,86827.24,C31659,43723.12,C73092,43900.79,0.0,130728.03,0
90,CASH_OUT,318307.13,C22423,63031.11,C41164,7595.88,0.0,325903.01,0
76,CASH_OUT,117735.36,C52350,177401.8,C44652,153551.88,59666.43999999999,271287.24,0
40,CASH_IN,16979.61,C59099,5516.15,C76269,33705.52,0.0,50685.13,0
19,CASH_OUT,6724.28,C23127,74659.19,C15829,67047.67,67934.91,73771.95,0
47,TRANSFER,79487.77,C97986,11968.8,C94389,284359.27,0.0,363847.04000000004,0
65,CASH_OUT,288834.61,C12883,187828.92,C81295,257846.5,0.0,546681.11,0
67,PAYMENT,38435.41,C69014,761029.18,C76427,31515.29,722593.77,69950.70000000001,0
91,CASH_OUT,215576.69,C62357,70585.27,C60975,274909.65,0.0,490486.34,0
18,CASH_IN,15790.83,C31550,292856.92,C17195,15324.53,277066.08999999997,31115.36,0
50,CASH_OUT,135152.11,C54820,306402.88,C33303,41365.28,171250.77000000002,176517.38999999998,0
30,PAYMENT,53809.33,C33651,186921.75,C59946,3047.39,133112.41999999998,56856.72,0
66,CASH_OUT,1302.47,C12001,19012.4,C33275,98103.86,17709.93,99406.33,0
5,CASH_OUT,34168.88,C69591,209903.13,C46614,149341.87,175734.25,183510.75,0
93,CASH_OUT,51201.94,C58343,82748.0,C32642,440348.63,31546.059999999998,491550.57,0
97,CASH_IN,57571.57,C50726,206694.43,C63638,8556.51,149122.86,66128.08,0
42,PAYMENT,18822.7,C34976,54652.98,C98833,199250.39,35830.28,218073.09000000003,0
84,TRANSFER,95860.43,C12126,413609.06,C89425,27045.12,317748.63,122905.54999999999,0
94,CASH_IN,187406.39,C91145,8953.28,C94863,9872.95,0.0,197279.34000000003,0
5,CASH_OUT,116628.34,C57882,505580.08,C21716,93224.84,388951.74,209853.18,0
50,DEBIT,160477.22,C14718,62068.72,C21758,138309.5,0.0,298786.72,0
